label,score
0.000000,0.157969
0.000000,0.157097
0.000000,0.157715
0.000000,0.167571
0.000000,0.159732
0.000000,0.156196
0.000000,0.159638
0.000000,0.159576
0.000000,0.160937
0.000000,0.165554
0.000000,0.163831
0.000000,0.159755
0.000000,0.145693
0.000000,0.144860
0.000000,0.146176
0.000000,0.158463
0.000000,0.151735
0.000000,0.143483
0.000000,0.156732
0.000000,0.155847
0.000000,0.157245
0.000000,0.165852
0.000000,0.158775
0.000000,0.154855
0.000000,0.146078
0.000000,0.145441
0.000000,0.145921
0.000000,0.159405
0.000000,0.153030
0.000000,0.144671
0.000000,0.175464
0.000000,0.173354
0.000000,0.177717
0.000000,0.177464
0.000000,0.177066
0.000000,0.172280
0.000000,0.144255
0.000000,0.143538
0.000000,0.145644
0.000000,0.177992
0.000000,0.168420
0.000000,0.143241
0.000000,0.144699
0.000000,0.143694
0.000000,0.145571
0.000000,0.160640
0.000000,0.166424
0.000000,0.142779
0.000000,0.143274
0.000000,0.142534
0.000000,0.143780
0.000000,0.157880
0.000000,0.157743
0.000000,0.142237
0.000000,0.172931
0.000000,0.171414
0.000000,0.175665
0.000000,0.285619
0.000000,0.273743
0.000000,0.171276
0.000000,0.149045
0.000000,0.148381
0.000000,0.148106
0.000000,0.159574
0.000000,0.154868
0.000000,0.147802
1.000000,0.360897
1.000000,0.358656
1.000000,0.365619
1.000000,0.417388
1.000000,0.418279
1.000000,0.358941
1.000000,0.154692
1.000000,0.155252
1.000000,0.154890
1.000000,0.160023
1.000000,0.154027
1.000000,0.153069
1.000000,0.177376
1.000000,0.177328
1.000000,0.176374
1.000000,0.195716
1.000000,0.186017
1.000000,0.177429
1.000000,0.180193
1.000000,0.180146
1.000000,0.180836
1.000000,0.188954
1.000000,0.185817
1.000000,0.180567
1.000000,0.149574
1.000000,0.147799
1.000000,0.150132
1.000000,0.179244
1.000000,0.176096
1.000000,0.147596
1.000000,0.166844
1.000000,0.165818
1.000000,0.167234
1.000000,0.218920
1.000000,0.203711
1.000000,0.164581
1.000000,0.166525
1.000000,0.165622
1.000000,0.167824
1.000000,0.222438
1.000000,0.203411
1.000000,0.165035
1.000000,0.159736
1.000000,0.158909
1.000000,0.159775
1.000000,0.257453
1.000000,0.241688
1.000000,0.158419
1.000000,0.160526
1.000000,0.159914
1.000000,0.159767
1.000000,0.171985
1.000000,0.169248
1.000000,0.158686
1.000000,0.155924
1.000000,0.155827
1.000000,0.160245
1.000000,0.207420
1.000000,0.187661
1.000000,0.155406
1.000000,0.150254
1.000000,0.149033
1.000000,0.151014
1.000000,0.176904
1.000000,0.164923
1.000000,0.148927
1.000000,0.159692
1.000000,0.159988
1.000000,0.160534
1.000000,0.166513
1.000000,0.160461
1.000000,0.159155
1.000000,0.181457
1.000000,0.180357
1.000000,0.182814
1.000000,0.208526
1.000000,0.203552
1.000000,0.179229
1.000000,0.153056
1.000000,0.152270
1.000000,0.152853
1.000000,0.160899
1.000000,0.158701
1.000000,0.150732
1.000000,0.157907
1.000000,0.157619
1.000000,0.160483
1.000000,0.204199
1.000000,0.191147
1.000000,0.157868
